%time,field.header.seq,field.header.stamp,field.header.frame_id,field.fluid_pressure,field.variance
1607962129205464770,498,1607962129204732894,,101300.0,0.0
1607962130204362609,499,1607962130203500986,,101300.0,0.0
1607962131204162873,500,1607962131203682899,,101300.0,0.0
1607962132204916153,501,1607962132204756975,,101300.0,0.0
1607962133204172131,502,1607962133203980922,,101300.0,0.0
1607962134204617099,503,1607962134204442024,,101300.0,0.0
1607962135205424374,504,1607962135204703092,,101300.0,0.0
1607962136204224017,505,1607962136203902006,,101300.0,0.0
1607962137203516143,506,1607962137203241109,,101300.0,0.0
1607962138205396556,507,1607962138204667091,,101300.0,0.0
1607962139205608254,508,1607962139204961061,,101300.0,0.0
1607962140204461763,509,1607962140204138040,,101300.0,0.0
1607962141203846379,510,1607962141203556060,,101300.0,0.0
1607962142204037579,511,1607962142203450918,,101300.0,0.0
1607962143204848205,512,1607962143204220056,,101300.0,0.0
1607962144204895372,513,1607962144204509973,,101300.0,0.0
1607962145204394433,514,1607962145204132080,,101300.0,0.0
1607962146204694848,515,1607962146204133987,,101300.0,0.0
1607962147204031069,516,1607962147203619003,,101300.0,0.0
1607962148204193144,517,1607962148203907966,,101300.0,0.0
1607962149204696941,518,1607962149204158067,,101300.0,0.0
1607962150204862570,519,1607962150204416990,,101300.0,0.0
1607962151204383882,520,1607962151203845024,,101300.0,0.0
1607962152204331003,521,1607962152203947067,,101300.0,0.0
1607962153204660766,522,1607962153204324007,,101300.0,0.0
1607962154205370960,523,1607962154205003023,,101300.0,0.0
1607962155203784761,524,1607962155202981948,,101300.0,0.0
1607962156203607671,525,1607962156203039884,,101300.0,0.0
1607962157205184580,526,1607962157204639911,,101300.0,0.0
1607962158204274477,527,1607962158203924894,,101300.0,0.0
1607962159204437600,528,1607962159203895092,,101300.0,0.0
1607962160205078921,529,1607962160204611063,,101300.0,0.0
1607962161204333206,530,1607962161203860044,,101300.0,0.0
1607962162204558708,531,1607962162204103946,,101300.0,0.0
1607962163204513551,532,1607962163203896999,,101300.0,0.0
1607962164204064679,533,1607962164203821897,,101300.0,0.0
1607962165204554759,534,1607962165204205036,,101300.0,0.0
1607962166205226714,535,1607962166204617977,,101300.0,0.0
1607962167204282502,536,1607962167203866004,,101300.0,0.0
1607962168204445832,537,1607962168204129934,,101300.0,0.0
1607962169204830580,538,1607962169204318046,,101300.0,0.0
1607962170204265140,539,1607962170203777074,,101300.0,0.0
1607962171205118332,540,1607962171204499959,,101300.0,0.0
1607962172204809451,541,1607962172204504966,,101300.0,0.0
1607962173204208946,542,1607962173203866958,,101300.0,0.0
1607962174204565561,543,1607962174204070091,,101300.0,0.0
1607962175204810503,544,1607962175204360008,,101300.0,0.0
1607962176204193268,545,1607962176203713893,,101300.0,0.0
1607962177203905637,546,1607962177203378915,,101300.0,0.0
1607962178205192466,547,1607962178204451084,,101300.0,0.0
1607962179205634519,548,1607962179204427003,,101300.0,0.0
1607962180204226208,549,1607962180203933954,,101300.0,0.0
1607962181204967495,550,1607962181204638004,,101300.0,0.0
1607962182204162373,551,1607962182203845024,,101300.0,0.0
1607962183204525247,552,1607962183204025030,,101300.0,0.0
1607962184205318548,553,1607962184204484939,,101300.0,0.0
1607962185204957031,554,1607962185204628944,,101300.0,0.0
1607962186204485723,555,1607962186204035043,,101300.0,0.0
1607962187204460720,556,1607962187203989028,,101300.0,0.0
1607962188205059150,557,1607962188204556941,,101300.0,0.0
1607962189204271719,558,1607962189203892946,,101300.0,0.0
1607962190204948095,559,1607962190204231977,,101300.0,0.0
1607962191205037519,560,1607962191204565048,,101300.0,0.0
1607962192204080037,561,1607962192203768014,,101300.0,0.0
1607962193204764334,562,1607962193204341888,,101300.0,0.0
1607962194205096073,563,1607962194204715967,,101300.0,0.0
1607962195204141984,564,1607962195203771114,,101300.0,0.0
1607962196203580009,565,1607962196203164100,,101300.0,0.0
1607962197204601431,566,1607962197204195976,,101300.0,0.0
1607962198204224051,567,1607962198203794002,,101300.0,0.0
1607962199204445799,568,1607962199203994989,,101300.0,0.0
1607962200204433616,569,1607962200204099893,,101300.0,0.0
1607962201202948799,570,1607962201202712059,,101300.0,0.0
1607962202204691548,571,1607962202204188108,,101300.0,0.0
1607962203205133469,572,1607962203204447031,,101300.0,0.0
1607962204204222161,573,1607962204203824996,,101300.0,0.0
1607962205205096512,574,1607962205204782962,,101300.0,0.0
1607962206205043498,575,1607962206204610109,,101300.0,0.0
1607962207204898407,576,1607962207204657077,,101300.0,0.0
1607962208204268420,577,1607962208204005002,,101300.0,0.0
1607962209205154297,578,1607962209204490900,,101300.0,0.0
1607962210205162640,579,1607962210204829931,,101300.0,0.0
1607962211205906259,580,1607962211203998088,,101300.0,0.0
1607962212204700197,581,1607962212204332113,,101300.0,0.0
1607962213205043596,582,1607962213204637050,,101300.0,0.0
1607962214204413338,583,1607962214204114913,,101300.0,0.0
1607962215204581882,584,1607962215204400062,,101300.0,0.0
1607962216204302213,585,1607962216203649997,,101300.0,0.0
1607962217204095453,586,1607962217203838109,,101300.0,0.0
1607962218204958060,587,1607962218204690933,,101300.0,0.0
1607962219205355381,588,1607962219204844951,,101300.0,0.0
1607962220204314345,589,1607962220203836917,,101300.0,0.0
1607962221204655789,590,1607962221204157114,,101300.0,0.0
1607962222204931620,591,1607962222204576015,,101300.0,0.0
1607962223204486487,592,1607962223203970909,,101300.0,0.0
1607962224204947303,593,1607962224204329013,,101300.0,0.0
1607962225204909661,594,1607962225204586982,,101300.0,0.0
1607962226204359902,595,1607962226203906059,,101300.0,0.0
1607962227204792896,596,1607962227204241037,,101300.0,0.0
1607962228205049429,597,1607962228204575061,,101300.0,0.0
1607962229203368737,598,1607962229202869892,,101300.0,0.0
1607962230204516684,599,1607962230204087972,,101300.0,0.0
1607962231205149438,600,1607962231204474925,,101300.0,0.0
1607962232203417918,601,1607962232203151941,,101300.0,0.0
1607962233203499001,602,1607962233203088998,,101300.0,0.0
1607962234204774596,603,1607962234204411983,,101300.0,0.0
1607962235205149856,604,1607962235204998016,,101300.0,0.0
1607962236204811487,605,1607962236204366922,,101300.0,0.0
1607962237204877096,606,1607962237204684972,,101300.0,0.0
1607962238203987344,607,1607962238203778028,,101300.0,0.0
1607962239204465189,608,1607962239204090118,,101300.0,0.0
1607962240203480043,609,1607962240203332901,,101300.0,0.0
1607962241205139366,610,1607962241204627037,,101300.0,0.0
1607962242204764786,611,1607962242204068899,,101300.0,0.0
1607962243204996024,612,1607962243204237937,,101300.0,0.0
1607962244204877189,613,1607962244204169034,,101300.0,0.0
1607962245204572170,614,1607962245204015016,,101300.0,0.0
1607962246204578739,615,1607962246204363107,,101300.0,0.0
1607962247204836766,616,1607962247204518079,,101300.0,0.0
1607962248204129997,617,1607962248203824996,,101300.0,0.0
1607962249204573876,618,1607962249204413890,,101300.0,0.0
1607962250204834157,619,1607962250204595088,,101300.0,0.0
1607962251204140140,620,1607962251203807115,,101300.0,0.0
1607962252204432005,621,1607962252204077959,,101300.0,0.0
1607962253203787397,622,1607962253203506946,,101300.0,0.0
1607962254204449593,623,1607962254203943014,,101300.0,0.0
1607962255204270222,624,1607962255203716039,,101300.0,0.0
1607962256204976913,625,1607962256204451084,,101300.0,0.0
1607962257203486929,626,1607962257202790975,,101300.0,0.0
1607962258204408326,627,1607962258203958988,,101300.0,0.0
1607962259204638307,628,1607962259204380989,,101300.0,0.0
1607962260204412537,629,1607962260203826904,,101300.0,0.0
1607962261204608647,630,1607962261204066038,,101300.0,0.0
1607962262205105459,631,1607962262204369068,,101300.0,0.0
1607962263204614150,632,1607962263204093933,,101300.0,0.0
1607962264204472073,633,1607962264203984022,,101300.0,0.0
1607962265204832822,634,1607962265204303026,,101300.0,0.0
1607962266204932811,635,1607962266204592943,,101300.0,0.0
1607962267204737321,636,1607962267203891992,,101300.0,0.0
1607962268204858006,637,1607962268204446077,,101300.0,0.0
1607962269204957287,638,1607962269204559087,,101300.0,0.0
1607962270204742347,639,1607962270204077005,,101300.0,0.0
1607962271205070364,640,1607962271204621076,,101300.0,0.0
1607962272205377649,641,1607962272204710006,,101300.0,0.0
1607962273204138794,642,1607962273203809022,,101300.0,0.0
1607962274205089472,643,1607962274204199075,,101300.0,0.0
1607962275204930638,644,1607962275204511880,,101300.0,0.0
1607962276204427676,645,1607962276203973054,,101300.0,0.0
1607962277205002651,646,1607962277204304933,,101300.0,0.0
1607962278205544509,647,1607962278204535961,,101300.0,0.0
1607962279205399703,648,1607962279204879045,,101300.0,0.0
1607962280204672954,649,1607962280204197883,,101300.0,0.0
1607962281204942082,650,1607962281204552888,,101300.0,0.0
1607962282204076675,651,1607962282203659057,,101300.0,0.0
1607962283204319887,652,1607962283203936100,,101300.0,0.0
1607962284204662222,653,1607962284204411983,,101300.0,0.0
1607962285204220415,654,1607962285203742027,,101300.0,0.0
1607962286203805349,655,1607962286203366994,,101300.0,0.0
1607962287204942328,656,1607962287204459905,,101300.0,0.0
1607962288204212780,657,1607962288203854084,,101300.0,0.0
1607962289204944985,658,1607962289204413890,,101300.0,0.0
1607962290205350178,659,1607962290204492092,,101300.0,0.0
1607962291205227932,660,1607962291204732894,,101300.0,0.0
1607962292204477280,661,1607962292204010009,,101300.0,0.0
1607962293205115139,662,1607962293204433917,,101300.0,0.0
1607962294204410102,663,1607962294203979969,,101300.0,0.0
1607962295204635745,664,1607962295204102039,,101300.0,0.0
1607962296203867374,665,1607962296203336000,,101300.0,0.0
1607962297204138926,666,1607962297203677892,,101300.0,0.0
1607962298204415040,667,1607962298203991889,,101300.0,0.0
1607962299204840662,668,1607962299204287052,,101300.0,0.0
1607962300204432465,669,1607962300204052925,,101300.0,0.0
1607962301204249554,670,1607962301203860998,,101300.0,0.0
1607962302205428555,671,1607962302204603910,,101300.0,0.0
1607962303203859066,672,1607962303203036069,,101300.0,0.0
1607962304204156056,673,1607962304203819990,,101300.0,0.0
1607962305204533399,674,1607962305204101085,,101300.0,0.0
1607962306204692057,675,1607962306204535007,,101300.0,0.0
1607962307203685719,676,1607962307203386068,,101300.0,0.0
1607962308204871204,677,1607962308204374074,,101300.0,0.0
1607962309204827365,678,1607962309204458951,,101300.0,0.0
1607962310204128751,679,1607962310203743934,,101300.0,0.0
1607962311204360577,680,1607962311204030036,,101300.0,0.0
1607962312204862981,681,1607962312204541921,,101300.0,0.0
1607962313204309989,682,1607962313203754901,,101300.0,0.0
1607962314204326323,683,1607962314204133987,,101300.0,0.0
1607962315205047489,684,1607962315204492092,,101300.0,0.0
1607962316205398358,685,1607962316205113887,,101300.0,0.0
1607962317204339444,686,1607962317204041957,,101300.0,0.0
1607962318205082484,687,1607962318204710006,,101300.0,0.0
1607962319205231826,688,1607962319204771995,,101300.0,0.0
1607962320203746863,689,1607962320203129053,,101300.0,0.0
1607962321204573920,690,1607962321204327106,,101300.0,0.0
1607962322204992091,691,1607962322204667091,,101300.0,0.0
1607962323204260317,692,1607962323203890085,,101300.0,0.0
1607962324204944777,693,1607962324204328060,,101300.0,0.0
1607962325205016329,694,1607962325204618930,,101300.0,0.0
1607962326204268463,695,1607962326203665971,,101300.0,0.0
1607962327206927045,696,1607962327206325054,,101300.0,0.0
1607962328204991665,697,1607962328204652070,,101300.0,0.0
1607962329204519957,698,1607962329204015970,,101300.0,0.0
1607962330205185977,699,1607962330204468011,,101300.0,0.0
1607962331205229627,700,1607962331204638004,,101300.0,0.0
1607962332204364913,701,1607962332203938961,,101300.0,0.0
1607962333205361775,702,1607962333204565048,,101300.0,0.0
1607962334204972128,703,1607962334204705953,,101300.0,0.0
1607962335204686624,704,1607962335203990936,,101300.0,0.0
1607962336203983838,705,1607962336203248977,,101300.0,0.0
1607962337204927760,706,1607962337204571962,,101300.0,0.0
1607962338204687274,707,1607962338203838109,,101300.0,0.0
1607962339203486938,708,1607962339203222990,,101300.0,0.0
1607962340205043368,709,1607962340204550981,,101300.0,0.0
1607962341203999407,710,1607962341203735113,,101300.0,0.0
1607962342204584740,711,1607962342204233884,,101300.0,0.0
1607962343205268059,712,1607962343204624891,,101300.0,0.0
1607962344205163312,713,1607962344204406976,,101300.0,0.0
1607962345203474094,714,1607962345203073024,,101300.0,0.0
1607962346204669204,715,1607962346204304933,,101300.0,0.0
1607962347204521356,716,1607962347204016923,,101300.0,0.0
1607962348204777623,717,1607962348204050064,,101300.0,0.0
1607962349204207395,718,1607962349203804969,,101300.0,0.0
1607962350205218847,719,1607962350204807043,,101300.0,0.0
1607962351204819222,720,1607962351204058885,,101300.0,0.0
1607962352204812250,721,1607962352204278945,,101300.0,0.0
1607962353203903101,722,1607962353203691005,,101300.0,0.0
1607962354204320473,723,1607962354203941106,,101300.0,0.0
1607962355203113133,724,1607962355202745914,,101300.0,0.0
1607962356205056555,725,1607962356204621076,,101300.0,0.0
1607962357204142024,726,1607962357203933954,,101300.0,0.0
1607962358204447726,727,1607962358204117059,,101300.0,0.0
1607962359205101906,728,1607962359204746007,,101300.0,0.0
1607962360204443075,729,1607962360204026937,,101300.0,0.0
1607962361204683821,730,1607962361204319953,,101300.0,0.0
1607962362204948031,731,1607962362204649925,,101300.0,0.0
1607962363205340848,732,1607962363205037117,,101300.0,0.0
1607962364204423021,733,1607962364204263925,,101300.0,0.0
1607962365204984564,734,1607962365204566001,,101300.0,0.0
1607962366205516179,735,1607962366204933881,,101300.0,0.0
1607962367204721622,736,1607962367204262971,,101300.0,0.0
1607962368204724899,737,1607962368204555988,,101300.0,0.0
1607962369203959555,738,1607962369203811883,,101300.0,0.0
1607962370204531257,739,1607962370204185009,,101300.0,0.0
1607962371204884690,740,1607962371204463005,,101300.0,0.0
1607962372205144617,741,1607962372204726934,,101300.0,0.0
1607962373204955972,742,1607962373203876018,,101300.0,0.0
1607962374204854003,743,1607962374204595088,,101300.0,0.0
1607962375204979381,744,1607962375204691886,,101300.0,0.0
1607962376204538198,745,1607962376204140901,,101300.0,0.0
1607962377204606359,746,1607962377204421997,,101300.0,0.0
1607962378205025589,747,1607962378204612016,,101300.0,0.0
1607962379204315907,748,1607962379203922986,,101300.0,0.0
1607962380203645494,749,1607962380203212976,,101300.0,0.0
1607962381205267263,750,1607962381204818964,,101300.0,0.0
1607962382204399410,751,1607962382203955888,,101300.0,0.0
1607962383204766206,752,1607962383204349040,,101300.0,0.0
1607962384204256750,753,1607962384203926086,,101300.0,0.0
1607962385204471209,754,1607962385203979969,,101300.0,0.0
1607962386204361157,755,1607962386204057931,,101300.0,0.0
1607962387204274411,756,1607962387203907012,,101300.0,0.0
1607962388204407807,757,1607962388203887939,,101300.0,0.0
1607962389203553408,758,1607962389203223943,,101300.0,0.0
1607962390204907870,759,1607962390204664945,,101300.0,0.0
1607962391204332931,760,1607962391203854084,,101300.0,0.0
1607962392204550800,761,1607962392204293012,,101300.0,0.0
1607962393204896979,762,1607962393204549074,,101300.0,0.0
1607962394204093451,763,1607962394203821897,,101300.0,0.0
1607962395204495934,764,1607962395204080104,,101300.0,0.0
1607962396204926768,765,1607962396204552888,,101300.0,0.0
1607962397203367159,766,1607962397202908039,,101300.0,0.0
1607962398204603375,767,1607962398204286098,,101300.0,0.0
1607962399205231453,768,1607962399204797029,,101300.0,0.0
1607962400204640846,769,1607962400203907966,,101300.0,0.0
1607962401204367991,770,1607962401203833103,,101300.0,0.0
1607962402204702194,771,1607962402204516887,,101300.0,0.0
1607962403205823387,772,1607962403204790115,,101300.0,0.0
1607962404204362128,773,1607962404204068899,,101300.0,0.0
1607962405204770868,774,1607962405204466104,,101300.0,0.0
1607962406205032188,775,1607962406204684019,,101300.0,0.0
1607962407204610970,776,1607962407204196929,,101300.0,0.0
1607962408204752549,777,1607962408204210996,,101300.0,0.0
1607962409204915305,778,1607962409204603910,,101300.0,0.0
1607962410204431658,779,1607962410204035997,,101300.0,0.0
1607962411204448871,780,1607962411204104900,,101300.0,0.0
1607962412204578215,781,1607962412204299926,,101300.0,0.0
1607962413203715779,782,1607962413203061103,,101300.0,0.0
1607962414204335864,783,1607962414203831911,,101300.0,0.0
1607962415205034416,784,1607962415204586982,,101300.0,0.0
1607962416204387735,785,1607962416203869104,,101300.0,0.0
1607962417205292380,786,1607962417204423904,,101300.0,0.0
1607962418203644703,787,1607962418202994108,,101300.0,0.0
1607962419203544476,788,1607962419202974081,,101300.0,0.0
1607962420203644697,789,1607962420203201055,,101300.0,0.0
1607962421205185543,790,1607962421204547882,,101300.0,0.0
1607962422204423712,791,1607962422203780889,,101300.0,0.0
1607962423203857258,792,1607962423203166961,,101300.0,0.0
1607962424204795578,793,1607962424204457998,,101300.0,0.0
1607962425203723872,794,1607962425202863931,,101300.0,0.0
1607962426204888716,795,1607962426204159021,,101300.0,0.0
1607962427204325947,796,1607962427203476905,,101300.0,0.0
1607962428204031969,797,1607962428203665971,,101300.0,0.0
1607962429204835923,798,1607962429204099893,,101300.0,0.0
1607962430204858543,799,1607962430204485893,,101300.0,0.0
1607962431205170344,800,1607962431204711914,,101300.0,0.0
1607962432204527753,801,1607962432204019069,,101300.0,0.0
1607962433204895891,802,1607962433204430103,,101300.0,0.0
1607962434204494494,803,1607962434203821897,,101300.0,0.0
1607962435205446692,804,1607962435204480886,,101300.0,0.0
1607962436204169107,805,1607962436203772068,,101300.0,0.0
1607962437203980928,806,1607962437203630924,,101300.0,0.0
1607962438204748310,807,1607962438204144954,,101300.0,0.0
1607962439204989458,808,1607962439204524993,,101300.0,0.0
1607962440204694335,809,1607962440203862905,,101300.0,0.0
1607962441204525612,810,1607962441203993082,,101300.0,0.0
1607962442204992066,811,1607962442204341888,,101300.0,0.0
1607962443204965455,812,1607962443204577922,,101300.0,0.0
1607962444204570684,813,1607962444204025030,,101300.0,0.0
1607962445205317475,814,1607962445204327106,,101300.0,0.0
1607962446205512376,815,1607962446204715967,,101300.0,0.0
1607962447204747098,816,1607962447203881978,,101300.0,0.0
1607962448204610221,817,1607962448204154014,,101300.0,0.0
1607962449205190926,818,1607962449204572916,,101300.0,0.0
1607962450204620167,819,1607962450204008102,,101300.0,0.0
1607962451204442827,820,1607962451203892946,,101300.0,0.0
1607962452205323845,821,1607962452204638004,,101300.0,0.0
1607962453205209092,822,1607962453204802989,,101300.0,0.0
1607962454204515261,823,1607962454204092979,,101300.0,0.0
1607962455204790451,824,1607962455203912973,,101300.0,0.0
1607962456204348405,825,1607962456203959941,,101300.0,0.0
1607962457204732819,826,1607962457204117059,,101300.0,0.0
1607962458204817669,827,1607962458204425096,,101300.0,0.0
1607962459204165542,828,1607962459203743934,,101300.0,0.0
1607962460205142017,829,1607962460204152107,,101300.0,0.0
1607962461204654805,830,1607962461204067945,,101300.0,0.0
1607962462203020505,831,1607962462202702045,,101300.0,0.0
1607962463204861433,832,1607962463204103946,,101300.0,0.0
1607962464203731332,833,1607962464203372001,,101300.0,0.0
1607962465204936064,834,1607962465204706907,,101300.0,0.0
1607962466204194071,835,1607962466203917980,,101300.0,0.0
1607962467205058828,836,1607962467204425096,,101300.0,0.0
1607962468204925338,837,1607962468204684972,,101300.0,0.0
1607962469204396155,838,1607962469204067945,,101300.0,0.0
1607962470204619109,839,1607962470204310894,,101300.0,0.0
1607962471204975091,840,1607962471204648017,,101300.0,0.0
1607962472204359829,841,1607962472204061031,,101300.0,0.0
1607962473204615936,842,1607962473204236984,,101300.0,0.0
1607962474204867350,843,1607962474204669952,,101300.0,0.0
1607962475204160906,844,1607962475203911066,,101300.0,0.0
1607962476204503427,845,1607962476204191923,,101300.0,0.0
1607962477205169422,846,1607962477204546928,,101300.0,0.0
1607962478205221872,847,1607962478205049037,,101300.0,0.0
1607962479204210372,848,1607962479203915119,,101300.0,0.0
1607962480205200569,849,1607962480204695940,,101300.0,0.0
1607962481204101501,850,1607962481203871011,,101300.0,0.0
1607962482204764078,851,1607962482204453945,,101300.0,0.0
1607962483204294284,852,1607962483203609943,,101300.0,0.0
1607962484205380038,853,1607962484204914093,,101300.0,0.0
1607962485204491447,854,1607962485204174041,,101300.0,0.0
1607962486204860600,855,1607962486204576015,,101300.0,0.0
1607962487204179342,856,1607962487203818082,,101300.0,0.0
1607962488204315610,857,1607962488204032897,,101300.0,0.0
1607962489204906971,858,1607962489204468965,,101300.0,0.0
1607962490204183785,859,1607962490203804969,,101300.0,0.0
1607962491204453387,860,1607962491204083919,,101300.0,0.0
1607962492205218671,861,1607962492204574108,,101300.0,0.0
1607962493204273842,862,1607962493203844070,,101300.0,0.0
1607962494203889108,863,1607962494203586101,,101300.0,0.0
1607962495204501329,864,1607962495203768014,,101300.0,0.0
1607962496204391430,865,1607962496204076051,,101300.0,0.0
1607962497204733854,866,1607962497204077005,,101300.0,0.0
1607962498204218413,867,1607962498203810930,,101300.0,0.0
1607962499205752421,868,1607962499204690933,,101300.0,0.0
1607962500204589004,869,1607962500204008102,,101300.0,0.0
1607962501204908357,870,1607962501204421043,,101300.0,0.0
1607962502204203333,871,1607962502203742027,,101300.0,0.0
1607962503204315522,872,1607962503203943967,,101300.0,0.0
1607962504204103495,873,1607962504203736066,,101300.0,0.0
1607962505205328818,874,1607962505204688072,,101300.0,0.0
1607962506204385305,875,1607962506203900098,,101300.0,0.0
1607962507204526210,876,1607962507204207897,,101300.0,0.0
1607962508204825245,877,1607962508204572916,,101300.0,0.0
1607962509204260662,878,1607962509203919887,,101300.0,0.0
1607962510203472302,879,1607962510203172922,,101300.0,0.0
1607962511203781777,880,1607962511202845096,,101300.0,0.0
1607962512204435111,881,1607962512203782081,,101300.0,0.0
1607962513205059455,882,1607962513204205036,,101300.0,0.0
1607962514204856303,883,1607962514204386949,,101300.0,0.0
1607962515204472566,884,1607962515203977108,,101300.0,0.0
1607962516204465464,885,1607962516204129934,,101300.0,0.0
1607962517204184748,886,1607962517203746080,,101300.0,0.0
1607962518204753252,887,1607962518204121112,,101300.0,0.0
1607962519204629533,888,1607962519204117059,,101300.0,0.0
1607962520204566296,889,1607962520203962087,,101300.0,0.0
1607962521204327826,890,1607962521204024076,,101300.0,0.0
1607962522204274349,891,1607962522204045057,,101300.0,0.0
1607962523204397626,892,1607962523204175949,,101300.0,0.0
1607962524204365504,893,1607962524203831911,,101300.0,0.0
1607962525204472104,894,1607962525204150915,,101300.0,0.0
1607962526204594131,895,1607962526204340934,,101300.0,0.0
1607962527204355913,896,1607962527203933954,,101300.0,0.0
1607962528204453312,897,1607962528204026937,,101300.0,0.0
1607962529204301395,898,1607962529203892946,,101300.0,0.0
1607962530204976910,899,1607962530204616069,,101300.0,0.0
1607962531204438801,900,1607962531204020977,,101300.0,0.0
1607962532204628493,901,1607962532204317092,,101300.0,0.0
1607962533205111923,902,1607962533204651117,,101300.0,0.0
1607962534204460661,903,1607962534203892946,,101300.0,0.0
1607962535204698047,904,1607962535204229116,,101300.0,0.0
1607962536205298815,905,1607962536204659938,,101300.0,0.0
1607962537204637782,906,1607962537203887939,,101300.0,0.0
1607962538203931881,907,1607962538203273057,,101300.0,0.0
1607962539203903356,908,1607962539203502893,,101300.0,0.0
1607962540204298440,909,1607962540203912019,,101300.0,0.0
1607962541205001099,910,1607962541204201936,,101300.0,0.0
1607962542205753704,911,1607962542204760074,,101300.0,0.0
1607962543204077933,912,1607962543203659057,,101300.0,0.0
1607962544203848480,913,1607962544203171014,,101300.0,0.0
1607962545205048785,914,1607962545204550027,,101300.0,0.0
1607962546204594218,915,1607962546203823089,,101300.0,0.0
1607962547204570396,916,1607962547204096078,,101300.0,0.0
1607962548205130029,917,1607962548204722881,,101300.0,0.0
1607962549204322000,918,1607962549203818082,,101300.0,0.0
1607962550205399341,919,1607962550204408884,,101300.0,0.0
1607962551204837502,920,1607962551204525947,,101300.0,0.0
1607962552204996504,921,1607962552204698085,,101300.0,0.0
1607962553204351300,922,1607962553204142093,,101300.0,0.0
1607962554204826452,923,1607962554204509019,,101300.0,0.0
1607962555204965324,924,1607962555204715013,,101300.0,0.0
1607962556203901422,925,1607962556203095912,,101300.0,0.0
1607962557204868933,926,1607962557204443931,,101300.0,0.0
1607962558204930497,927,1607962558204655885,,101300.0,0.0
1607962559203761587,928,1607962559203043937,,101300.0,0.0
1607962560204966252,929,1607962560204489946,,101300.0,0.0
1607962561204564724,930,1607962561203697919,,101300.0,0.0
1607962562204697377,931,1607962562204149007,,101300.0,0.0
1607962563204656029,932,1607962563204236030,,101300.0,0.0
1607962564204880447,933,1607962564204540014,,101300.0,0.0
1607962565204185118,934,1607962565204021930,,101300.0,0.0
1607962566204763679,935,1607962566204421043,,101300.0,0.0
1607962567204250328,936,1607962567203742980,,101300.0,0.0
1607962568204145523,937,1607962568203834056,,101300.0,0.0
1607962569204915575,938,1607962569204494953,,101300.0,0.0
1607962570204934894,939,1607962570204639911,,101300.0,0.0
1607962571205019149,940,1607962571203898906,,101300.0,0.0
1607962572204480660,941,1607962572204140901,,101300.0,0.0
1607962573204247887,942,1607962573203634977,,101300.0,0.0
1607962574204098475,943,1607962574203711986,,101300.0,0.0
1607962575203561540,944,1607962575203130960,,101300.0,0.0
1607962576205256868,945,1607962576204639911,,101300.0,0.0
1607962577204388846,946,1607962577203943014,,101300.0,0.0
1607962578204523261,947,1607962578204193115,,101300.0,0.0
1607962579204873957,948,1607962579204632997,,101300.0,0.0
1607962580204225341,949,1607962580203996896,,101300.0,0.0
1607962581204691186,950,1607962581204165935,,101300.0,0.0
1607962582204908413,951,1607962582204500913,,101300.0,0.0
1607962583204136671,952,1607962583203795909,,101300.0,0.0
1607962584204279562,953,1607962584204118967,,101300.0,0.0
1607962585204898476,954,1607962585204368114,,101300.0,0.0
1607962586204077816,955,1607962586203613996,,101300.0,0.0
1607962587204397919,956,1607962587204135894,,101300.0,0.0
1607962588204850525,957,1607962588204457044,,101300.0,0.0
1607962589204751495,958,1607962589204396963,,101300.0,0.0
1607962590204382029,959,1607962590204014062,,101300.0,0.0
1607962591204531412,960,1607962591204308986,,101300.0,0.0
1607962592205008085,961,1607962592204688072,,101300.0,0.0
1607962593204480448,962,1607962593203912019,,101300.0,0.0
1607962594204354572,963,1607962594203814029,,101300.0,0.0
1607962595204417692,964,1607962595203700065,,101300.0,0.0
1607962596204442702,965,1607962596204025983,,101300.0,0.0
1607962597204428945,966,1607962597204279899,,101300.0,0.0
1607962598204990362,967,1607962598204613924,,101300.0,0.0
1607962599204576252,968,1607962599204117059,,101300.0,0.0
1607962600203467256,969,1607962600203178882,,101300.0,0.0
1607962601203992800,970,1607962601203715085,,101300.0,0.0
1607962602205414900,971,1607962602204919099,,101300.0,0.0
1607962603204117595,972,1607962603203628063,,101300.0,0.0
1607962604204561973,973,1607962604204135894,,101300.0,0.0
1607962605203817947,974,1607962605203510046,,101300.0,0.0
1607962606204558428,975,1607962606203974008,,101300.0,0.0
1607962607206411964,976,1607962607204775094,,101300.0,0.0
1607962608204206576,977,1607962608203774929,,101300.0,0.0
1607962609204368770,978,1607962609203969001,,101300.0,0.0
1607962610204253323,979,1607962610203762054,,101300.0,0.0
1607962611203566096,980,1607962611203203916,,101300.0,0.0
1607962612204661370,981,1607962612204066038,,101300.0,0.0
1607962613204433463,982,1607962613203958034,,101300.0,0.0
1607962614204182804,983,1607962614203795909,,101300.0,0.0
1607962615204366743,984,1607962615204078912,,101300.0,0.0
1607962616205443394,985,1607962616204690933,,101300.0,0.0
1607962617204020728,986,1607962617203619956,,101300.0,0.0
1607962618204722733,987,1607962618204063892,,101300.0,0.0
1607962619204756191,988,1607962619204454898,,101300.0,0.0
1607962620205467563,989,1607962620205039978,,101300.0,0.0
1607962621204590585,990,1607962621204037904,,101300.0,0.0
1607962622205436372,991,1607962622204471111,,101300.0,0.0
1607962623204409299,992,1607962623203692913,,101300.0,0.0
1607962624204844656,993,1607962624204010009,,101300.0,0.0
1607962625204095322,994,1607962625203330039,,101300.0,0.0
1607962626204981142,995,1607962626204622030,,101300.0,0.0
